"","sample","lakenames","limnion","filter","quadrant","trophicstate","Phylum","Class","AbundPerClass","PercentClass","MeanClassQuad","SEClassQuad","MeanClassTrophicState","SEClassTrophicState","MeanClassLake","SEClassLake"
"6448","SIXH13um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Candidate_division_TM7","unclassified",0,0,35.6625258799172,4.37634568273959,29.4242424242424,3.19557118376098,36.9275362318841,7.76769613976395
"6449","SIXH13um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Candidate_division_WS3","unclassified",0,0,35.6625258799172,4.37634568273959,29.4242424242424,3.19557118376098,36.9275362318841,7.76769613976395
"6450","SIXH13um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Candidate_division_WS3","Unknown_Class",0,0,1.52380952380952,0.583988941590701,0,0,0,0
"6451","SIXH13um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Chlamydiae","Chlamydiae",0,0,0.714285714285714,0.493495101258347,7.72727272727273,2.94690153383817,0.333333333333333,0.333333333333333
"6452","SIXH13um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Chlorobi","Chlorobia",0,0,85.8571428571429,23.3578054369397,26.1818181818182,9.62187124919515,0,0
"6453","SIXH13um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Chlorobi","Ignavibacteria",0,0,3.61904761904762,1.02927665417953,1.33333333333333,0.878689910944674,1.33333333333333,1.33333333333333
"6454","SIXH13um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Chloroflexi","Anaerolineae",12,0.0014,202,44.1052852895908,4.18181818181818,0.96083784604437,6.66666666666667,2.51219249085557
"6455","SIXH13um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Chloroflexi","Ardenticatenia",0,0,7.76190476190476,3.34586081307918,0.363636363636364,0.363636363636364,2,2
"6456","SIXH13um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Chloroflexi","Caldilineae",11,0.0013,19.8571428571429,5.59093045935652,1.24242424242424,0.559068325075609,3,1.96638416050035
"6457","SIXH13um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Chloroflexi","Chloroflexia",3,4e-04,177.714285714286,54.1533159894485,2.24242424242424,0.756324724620677,4.33333333333333,2.71620650499511
"6458","SIXH13um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Chloroflexi","Dehalococcoidia",0,0,10.5714285714286,6.13094082292022,0,0,0,0
"6459","SIXH13um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Chloroflexi","SL56_marine_group",9,0.0011,6.19047619047619,2.24310482910996,21.2424242424242,9.78548615094236,24.1666666666667,21.4187093708074
"6460","SIXH13um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Chloroflexi","unclassified",0,0,35.6625258799172,4.37634568273959,29.4242424242424,3.19557118376098,36.9275362318841,7.76769613976395
"6461","SIXH13um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Cyanobacteria","Cyanobacteria",1084,0.1275,1182.80952380952,225.782191914998,1418.63636363636,196.404242697521,1128.83333333333,338.004380313497
"6462","SIXH13um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Cyanobacteria","Melainabacteria",0,0,16.8571428571429,5.15765068070897,27.030303030303,6.82901076076288,1.16666666666667,1.16666666666667
"6463","SIXH13um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Cyanobacteria","ML635J-21",0,0,2.28571428571429,1.62882203585591,1.75757575757576,0.977037791821944,7.5,4.78713553878169
"6464","SIXH13um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Cyanobacteria","unclassified",16,0.0019,35.6625258799172,4.37634568273959,29.4242424242424,3.19557118376098,36.9275362318841,7.76769613976395
"6465","SIXH13um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Deferribacteres","Deferribacteres",0,0,0.285714285714286,0.285714285714286,0,0,0,0
"6466","SIXH13um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Deinococcus-Thermus","Deinococci",0,0,33.0952380952381,11.5465733448963,0.696969696969697,0.561526680612316,3,3
"6467","SIXH13um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Dictyoglomi","Dictyoglomia",0,0,0.19047619047619,0.19047619047619,0,0,0,0
"6468","SIXH13um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Elusimicrobia","Elusimicrobia",0,0,1.47619047619048,0.653266691034001,0,0,0,0
"6469","SIXH13um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Fibrobacteres","Fibrobacteria",0,0,3,1.42928553580352,0,0,0,0
"6470","SIXH13um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Firmicutes","Bacilli",9,0.0011,0.428571428571429,0.428571428571429,0.515151515151515,0.359189987609991,1.5,1.5
"6471","SIXH13um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Firmicutes","Clostridia",0,0,97.4285714285714,26.380690217023,4.78787878787879,1.84881082570333,1,1
"6472","SIXH13um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Firmicutes","Negativicutes",0,0,1.71428571428571,0.658797089734143,0,0,0,0
"6473","SIXH13um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Firmicutes","unclassified",0,0,35.6625258799172,4.37634568273959,29.4242424242424,3.19557118376098,36.9275362318841,7.76769613976395
"6474","SIXH13um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Fusobacteria","Fusobacteriia",2,2e-04,6.85714285714286,4.66715255002127,6,3.03733086572385,0.333333333333333,0.333333333333333
"6475","SIXH13um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Gemmatimonadetes","Gemmatimonadetes",0,0,2.71428571428571,1.92371522635468,5.63636363636364,2.16279586424915,0,0
"6476","SIXH13um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Lentisphaerae","BS5",0,0,0.571428571428571,0.399829895803492,0,0,0,0
"6477","SIXH13um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Lentisphaerae","Lentisphaeria",0,0,53.5238095238095,21.3033217896735,0.424242424242424,0.322837511403978,0,0
"6478","SIXH13um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Lentisphaerae","MSBL3",0,0,0.857142857142857,0.474520882603928,0,0,0,0
"6479","SIXH13um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Lentisphaerae","Oligosphaeria",0,0,15.1904761904762,4.10784328051029,0,0,0,0
"6480","SIXH13um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Lentisphaerae","PBS-III-20",0,0,1.71428571428571,0.72092155686764,0,0,0,0
"6481","SIXH13um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Lentisphaerae","RFP12_gut_group",3,4e-04,41.8571428571429,12.9551030052853,0.272727272727273,0.200721837871087,0.5,0.5
"6482","SIXH13um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Lentisphaerae","unclassified",0,0,35.6625258799172,4.37634568273959,29.4242424242424,3.19557118376098,36.9275362318841,7.76769613976395
"6483","SIXH13um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Lentisphaerae","WCHB1-41",3,4e-04,91.0952380952381,24.039145135928,0.242424242424242,0.137828828777729,0.5,0.5
"6484","SIXH13um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","NPL-UPA2","unclassified",4,5e-04,35.6625258799172,4.37634568273959,29.4242424242424,3.19557118376098,36.9275362318841,7.76769613976395
"6485","SIXH13um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Planctomycetes","OM190",0,0,11.2857142857143,7.3173449703404,20.2727272727273,6.52838683831954,0,0
"6486","SIXH13um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Planctomycetes","Phycisphaerae",81,0.0095,114.857142857143,41.3323513159622,161.939393939394,36.4417587275256,112.833333333333,29.7202699254977
"6487","SIXH13um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Planctomycetes","Planctomycetacia",1953,0.2298,748.190476190476,148.362757152024,789.757575757576,104.209097694206,1142.66666666667,302.175850200582
"6488","SIXH13um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Planctomycetes","unclassified",0,0,35.6625258799172,4.37634568273959,29.4242424242424,3.19557118376098,36.9275362318841,7.76769613976395
"6489","SIXH13um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Planctomycetes","vadinHA49",79,0.0093,15.3333333333333,5.19813763963931,23.6060606060606,5.98450325049525,42.6666666666667,22.8672497496116
"6490","SIXH13um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Proteobacteria","Alphaproteobacteria",354,0.0416,268.666666666667,71.8904700397743,415.151515151515,56.84555300316,392.833333333333,75.8733227894437
"6491","SIXH13um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Proteobacteria","Betaproteobacteria",785,0.0924,555.190476190476,84.7348137552182,725.69696969697,101.486615448754,920,269.319017771366
"6492","SIXH13um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Proteobacteria","Deltaproteobacteria",230,0.0271,391.333333333333,47.8509756746492,204.30303030303,17.4982404336449,218.166666666667,39.2083466170718
"6493","SIXH13um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Proteobacteria","Epsilonproteobacteria",4,5e-04,4.95238095238095,1.44168583605674,2.78787878787879,1.92902352817899,14.1666666666667,9.88742186371711
"6494","SIXH13um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Proteobacteria","Gammaproteobacteria",124,0.0146,487.428571428571,96.7760441487894,152.393939393939,33.6940596833191,155.833333333333,90.1267317602152
"6495","SIXH13um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Proteobacteria","SPOTSOCT00m83",0,0,0,0,0,0,0,0
"6496","SIXH13um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Proteobacteria","TA18",0,0,3.33333333333333,1.1026663211838,11.030303030303,2.72282887114198,2.66666666666667,1.70619785227596
"6497","SIXH13um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Proteobacteria","unclassified",48,0.0056,35.6625258799172,4.37634568273959,29.4242424242424,3.19557118376098,36.9275362318841,7.76769613976395
"6498","SIXH13um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Spirochaetae","Spirochaetes",0,0,48.5714285714286,11.9078948258571,3.96969696969697,1.18104092544879,6.16666666666667,3.50634345785527
"6499","SIXH13um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Tenericutes","Mollicutes",0,0,1.38095238095238,0.718716416941939,0,0,0,0
"6500","SIXH13um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Thermotogae","Thermotogae",0,0,0.666666666666667,0.421637021355784,0,0,0,0
"6501","SIXH13um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","TM6","unclassified",0,0,35.6625258799172,4.37634568273959,29.4242424242424,3.19557118376098,36.9275362318841,7.76769613976395
"6502","SIXH13um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","unclassified","unclassified",167,0.0196,35.6625258799172,4.37634568273959,29.4242424242424,3.19557118376098,36.9275362318841,7.76769613976395
"6503","SIXH13um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Verrucomicrobia","OPB35_soil_group",227,0.0267,142.666666666667,26.2707816452798,232.212121212121,30.8129669912291,222.5,22.3364425696364
"6504","SIXH13um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Verrucomicrobia","Opitutae",41,0.0048,53.3809523809524,11.1550706365773,241.545454545455,60.8470837133443,110,78.691803893417
"6505","SIXH13um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Verrucomicrobia","S-BQ2-57_soil_group",0,0,0.285714285714286,0.285714285714286,0,0,0,0
"6506","SIXH13um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Verrucomicrobia","Spartobacteria",111,0.0131,263.952380952381,50.20199560587,324.818181818182,47.5780748808355,127.166666666667,31.4594094738672
"6507","SIXH13um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Verrucomicrobia","unclassified",121,0.0142,35.6625258799172,4.37634568273959,29.4242424242424,3.19557118376098,36.9275362318841,7.76769613976395
"6508","SIXH13um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Verrucomicrobia","Verrucomicrobia_Incertae_Sedis",0,0,2.38095238095238,1.54068041628519,67.6969696969697,24.3592309072938,90,73.4806096871821
"6509","SIXH13um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Verrucomicrobia","Verrucomicrobiae",193,0.0227,476.428571428571,69.7504248639926,343.151515151515,47.9403259352764,320.666666666667,86.6428172313076
"6510","SIXH13um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","WCHB1-60","unclassified",7,8e-04,35.6625258799172,4.37634568273959,29.4242424242424,3.19557118376098,36.9275362318841,7.76769613976395
"6511","SIXH23um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Acidobacteria","Acidobacteria",9,0.0011,23.9047619047619,6.30340224153545,22.8181818181818,6.46178371352141,30,24.4144765798218
"6512","SIXH23um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Acidobacteria","Holophagae",0,0,9.76190476190476,2.94222523651804,0.0606060606060606,0.0606060606060606,0.333333333333333,0.333333333333333
"6513","SIXH23um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Actinobacteria","Acidimicrobiia",23,0.0027,10.7619047619048,3.73267729901663,38.4242424242424,12.8265697177942,66.6666666666667,49.6478711639393
"6514","SIXH23um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Actinobacteria","Actinobacteria",105,0.0124,92.1904761904762,14.9369498779145,848.242424242424,144.857878562523,625.833333333333,340.501925267848
"6515","SIXH23um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Actinobacteria","OPB41",0,0,2.80952380952381,0.994314905610529,0,0,0,0
"6516","SIXH23um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Actinobacteria","Thermoleophilia",0,0,2.0952380952381,0.830676035369362,0.878787878787879,0.378787878787879,2,1.36626010212795
"6517","SIXH23um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Actinobacteria","unclassified",0,0,35.6625258799172,4.37634568273959,29.4242424242424,3.19557118376098,36.9275362318841,7.76769613976395
"6518","SIXH23um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Armatimonadetes","Armatimonadia",162,0.0191,105.571428571429,32.8586128035581,120.606060606061,22.5564502043618,90.5,56.3641434483543
"6519","SIXH23um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Armatimonadetes","Chthonomonadetes",0,0,1.42857142857143,0.741849132947139,0,0,0,0
"6520","SIXH23um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Armatimonadetes","unclassified",0,0,35.6625258799172,4.37634568273959,29.4242424242424,3.19557118376098,36.9275362318841,7.76769613976395
"6521","SIXH23um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Bacteroidetes","Bacteroidia",28,0.0033,139.761904761905,33.8209504500155,5.39393939393939,1.44530286352358,12.5,5.63175520301324
"6522","SIXH23um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Bacteroidetes","BD2-2",4,5e-04,12.1904761904762,3.39089751261271,0.303030303030303,0.215343490962908,0.666666666666667,0.666666666666667
"6523","SIXH23um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Bacteroidetes","BSV13",0,0,141.190476190476,29.159382958363,0.545454545454545,0.372061489630566,2.33333333333333,1.9607254893137
"6524","SIXH23um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Bacteroidetes","Cytophagia",9,0.0011,38.5238095238095,12.5984917932605,196.636363636364,29.1817975313813,189.333333333333,95.1170039711325
"6525","SIXH23um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Bacteroidetes","Flavobacteriia",564,0.0664,295.761904761905,62.0179276984411,329.727272727273,36.8552726565621,422.333333333333,112.405120484394
"6526","SIXH23um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Bacteroidetes","SB-1",15,0.0018,34.7619047619048,7.92972249616676,2.18181818181818,1.00232168505454,3.83333333333333,2.58736244937667
"6527","SIXH23um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Bacteroidetes","SB-5",36,0.0042,18.0952380952381,4.60429652447155,1.09090909090909,1.09090909090909,6,6
"6528","SIXH23um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Bacteroidetes","SM1A07",0,0,0,0,0.303030303030303,0.228154853732964,1.16666666666667,1.16666666666667
"6529","SIXH23um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Bacteroidetes","Sphingobacteriia",1130,0.1329,1026.61904761905,98.0667041255588,997.30303030303,70.6988181511588,1132.16666666667,104.141063520165
"6530","SIXH23um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Bacteroidetes","unclassified",199,0.0234,35.6625258799172,4.37634568273959,29.4242424242424,3.19557118376098,36.9275362318841,7.76769613976395
"6531","SIXH23um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Bacteroidetes","vadinHA17",0,0,47.9047619047619,11.026786597905,0.303030303030303,0.228154853732964,0.5,0.5
"6532","SIXH23um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Bacteroidetes","VC2.1_Bac22",0,0,2.38095238095238,0.929608700260979,7.15151515151515,1.94143476901769,0,0
"6533","SIXH23um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Bacteroidetes","WCHB1-32",0,0,14,4.10110321975046,0.424242424242424,0.307821964453182,0,0
"6534","SIXH23um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","BD1-5","unclassified",0,0,35.6625258799172,4.37634568273959,29.4242424242424,3.19557118376098,36.9275362318841,7.76769613976395
"6535","SIXH23um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Candidate_division_BRC1","unclassified",21,0.0025,35.6625258799172,4.37634568273959,29.4242424242424,3.19557118376098,36.9275362318841,7.76769613976395
"6536","SIXH23um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Candidate_division_OD1","unclassified",10,0.0012,35.6625258799172,4.37634568273959,29.4242424242424,3.19557118376098,36.9275362318841,7.76769613976395
"6537","SIXH23um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Candidate_division_OP11","unclassified",3,4e-04,35.6625258799172,4.37634568273959,29.4242424242424,3.19557118376098,36.9275362318841,7.76769613976395
"6538","SIXH23um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Candidate_division_OP3","unclassified",0,0,35.6625258799172,4.37634568273959,29.4242424242424,3.19557118376098,36.9275362318841,7.76769613976395
"6539","SIXH23um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Candidate_division_OP8","unclassified",0,0,35.6625258799172,4.37634568273959,29.4242424242424,3.19557118376098,36.9275362318841,7.76769613976395
"6540","SIXH23um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Candidate_division_SR1","unclassified",0,0,35.6625258799172,4.37634568273959,29.4242424242424,3.19557118376098,36.9275362318841,7.76769613976395
"6541","SIXH23um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Candidate_division_TM7","unclassified",0,0,35.6625258799172,4.37634568273959,29.4242424242424,3.19557118376098,36.9275362318841,7.76769613976395
"6542","SIXH23um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Candidate_division_WS3","unclassified",0,0,35.6625258799172,4.37634568273959,29.4242424242424,3.19557118376098,36.9275362318841,7.76769613976395
"6543","SIXH23um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Candidate_division_WS3","Unknown_Class",0,0,1.52380952380952,0.583988941590701,0,0,0,0
"6544","SIXH23um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Chlamydiae","Chlamydiae",0,0,0.714285714285714,0.493495101258347,7.72727272727273,2.94690153383817,0.333333333333333,0.333333333333333
"6545","SIXH23um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Chlorobi","Chlorobia",0,0,85.8571428571429,23.3578054369397,26.1818181818182,9.62187124919515,0,0
"6546","SIXH23um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Chlorobi","Ignavibacteria",8,9e-04,3.61904761904762,1.02927665417953,1.33333333333333,0.878689910944674,1.33333333333333,1.33333333333333
"6547","SIXH23um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Chloroflexi","Anaerolineae",10,0.0012,202,44.1052852895908,4.18181818181818,0.96083784604437,6.66666666666667,2.51219249085557
"6548","SIXH23um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Chloroflexi","Ardenticatenia",12,0.0014,7.76190476190476,3.34586081307918,0.363636363636364,0.363636363636364,2,2
"6549","SIXH23um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Chloroflexi","Caldilineae",7,8e-04,19.8571428571429,5.59093045935652,1.24242424242424,0.559068325075609,3,1.96638416050035
"6550","SIXH23um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Chloroflexi","Chloroflexia",0,0,177.714285714286,54.1533159894485,2.24242424242424,0.756324724620677,4.33333333333333,2.71620650499511
"6551","SIXH23um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Chloroflexi","Dehalococcoidia",0,0,10.5714285714286,6.13094082292022,0,0,0,0
"6552","SIXH23um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Chloroflexi","SL56_marine_group",5,6e-04,6.19047619047619,2.24310482910996,21.2424242424242,9.78548615094236,24.1666666666667,21.4187093708074
"6553","SIXH23um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Chloroflexi","unclassified",0,0,35.6625258799172,4.37634568273959,29.4242424242424,3.19557118376098,36.9275362318841,7.76769613976395
"6554","SIXH23um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Cyanobacteria","Cyanobacteria",1518,0.1786,1182.80952380952,225.782191914998,1418.63636363636,196.404242697521,1128.83333333333,338.004380313497
"6555","SIXH23um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Cyanobacteria","Melainabacteria",0,0,16.8571428571429,5.15765068070897,27.030303030303,6.82901076076288,1.16666666666667,1.16666666666667
"6556","SIXH23um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Cyanobacteria","ML635J-21",30,0.0035,2.28571428571429,1.62882203585591,1.75757575757576,0.977037791821944,7.5,4.78713553878169
"6557","SIXH23um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Cyanobacteria","unclassified",42,0.0049,35.6625258799172,4.37634568273959,29.4242424242424,3.19557118376098,36.9275362318841,7.76769613976395
"6558","SIXH23um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Deferribacteres","Deferribacteres",0,0,0.285714285714286,0.285714285714286,0,0,0,0
"6559","SIXH23um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Deinococcus-Thermus","Deinococci",18,0.0021,33.0952380952381,11.5465733448963,0.696969696969697,0.561526680612316,3,3
"6560","SIXH23um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Dictyoglomi","Dictyoglomia",0,0,0.19047619047619,0.19047619047619,0,0,0,0
"6561","SIXH23um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Elusimicrobia","Elusimicrobia",0,0,1.47619047619048,0.653266691034001,0,0,0,0
"6562","SIXH23um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Fibrobacteres","Fibrobacteria",0,0,3,1.42928553580352,0,0,0,0
"6563","SIXH23um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Firmicutes","Bacilli",0,0,0.428571428571429,0.428571428571429,0.515151515151515,0.359189987609991,1.5,1.5
"6564","SIXH23um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Firmicutes","Clostridia",0,0,97.4285714285714,26.380690217023,4.78787878787879,1.84881082570333,1,1
"6565","SIXH23um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Firmicutes","Negativicutes",0,0,1.71428571428571,0.658797089734143,0,0,0,0
"6566","SIXH23um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Firmicutes","unclassified",0,0,35.6625258799172,4.37634568273959,29.4242424242424,3.19557118376098,36.9275362318841,7.76769613976395
"6567","SIXH23um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Fusobacteria","Fusobacteriia",0,0,6.85714285714286,4.66715255002127,6,3.03733086572385,0.333333333333333,0.333333333333333
"6568","SIXH23um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Gemmatimonadetes","Gemmatimonadetes",0,0,2.71428571428571,1.92371522635468,5.63636363636364,2.16279586424915,0,0
"6569","SIXH23um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Lentisphaerae","BS5",0,0,0.571428571428571,0.399829895803492,0,0,0,0
"6570","SIXH23um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Lentisphaerae","Lentisphaeria",0,0,53.5238095238095,21.3033217896735,0.424242424242424,0.322837511403978,0,0
"6571","SIXH23um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Lentisphaerae","MSBL3",0,0,0.857142857142857,0.474520882603928,0,0,0,0
"6572","SIXH23um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Lentisphaerae","Oligosphaeria",0,0,15.1904761904762,4.10784328051029,0,0,0,0
"6573","SIXH23um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Lentisphaerae","PBS-III-20",0,0,1.71428571428571,0.72092155686764,0,0,0,0
"6574","SIXH23um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Lentisphaerae","RFP12_gut_group",0,0,41.8571428571429,12.9551030052853,0.272727272727273,0.200721837871087,0.5,0.5
"6575","SIXH23um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Lentisphaerae","unclassified",0,0,35.6625258799172,4.37634568273959,29.4242424242424,3.19557118376098,36.9275362318841,7.76769613976395
"6576","SIXH23um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Lentisphaerae","WCHB1-41",0,0,91.0952380952381,24.039145135928,0.242424242424242,0.137828828777729,0.5,0.5
"6577","SIXH23um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","NPL-UPA2","unclassified",12,0.0014,35.6625258799172,4.37634568273959,29.4242424242424,3.19557118376098,36.9275362318841,7.76769613976395
"6578","SIXH23um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Planctomycetes","OM190",0,0,11.2857142857143,7.3173449703404,20.2727272727273,6.52838683831954,0,0
"6579","SIXH23um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Planctomycetes","Phycisphaerae",189,0.0222,114.857142857143,41.3323513159622,161.939393939394,36.4417587275256,112.833333333333,29.7202699254977
"6580","SIXH23um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Planctomycetes","Planctomycetacia",1553,0.1827,748.190476190476,148.362757152024,789.757575757576,104.209097694206,1142.66666666667,302.175850200582
"6581","SIXH23um","Sixteen","Bottom","Particle","Particle Bottom","Oligotrophic","Planctomycetes","unclassified",5,6e-04,35.6625258799172,4.37634568273959,29.4242424242424,3.19557118376098,36.9275362318841,7.76769613976395
